champion,Summoner_name,win,assists,spell1,spell2,totalDamageDealt,goldEarned,champLevel,deaths,firstBloodKill,firstTowerKill,individualPosition,kills,physicalDamageDealt,magicDamageDealt,trueDamageDealt,wardsPlaced,matchId,gameDuration
KogMaw,jimmy inferno,1,14,SummonerHaste,SummonerFlash,167702,13823,16,3,0,1,BOTTOM,7,126857,36245,4599,0,EUW1_6275619707,1867
Lux,Ekhα,1,22,SummonerFlash,SummonerExhaust,52138,9943,14,5,0,0,UTILITY,4,4537,47601,0,0,EUW1_6275619707,1867
Sion,Kim Jong Gandih,0,3,SummonerFlash,SummonerTeleport,170995,13627,16,8,1,0,TOP,4,150587,20224,183,0,EUW1_6275619707,1867
Lillia,Amico Mio,0,6,SummonerSmite,SummonerFlash,272397,17572,16,7,0,0,JUNGLE,13,19077,152734,100583,0,EUW1_6275619707,1867
Vladimir,sqcjkb,0,8,SummonerHaste,SummonerFlash,88309,9060,13,9,0,0,MIDDLE,1,16288,70131,1889,0,EUW1_6275619707,1867
Caitlyn,Frankiey,0,9,SummonerFlash,SummonerExhaust,154513,11062,14,11,0,0,BOTTOM,1,139767,4529,10216,0,EUW1_6275619707,1867
Nautilus,Unpeudesucresvp,0,9,SummonerDot,SummonerFlash,32332,9349,13,11,0,0,UTILITY,5,11638,13524,7169,0,EUW1_6275619707,1867
Sion,yyngwe,0,7,SummonerTeleport,SummonerFlash,159565,11869,16,8,0,0,TOP,4,98692,53580,7292,0,EUW1_6271579800,1807
Kayn,Yondaime Shinoku,0,8,SummonerFlash,SummonerSmite,179933,13187,14,11,0,1,JUNGLE,8,147690,4098,28145,0,EUW1_6271579800,1807
Malzahar,Jagan In TRAKTOR,0,8,SummonerFlash,SummonerTeleport,134288,11936,15,9,0,0,MIDDLE,5,6577,118816,8895,0,EUW1_6271579800,1807
Tristana,Amico Mio,0,5,SummonerExhaust,SummonerFlash,116761,11385,13,10,0,0,BOTTOM,6,98142,18041,578,0,EUW1_6271579800,1807
Karma,Kim Jong Gandih,0,10,SummonerFlash,SummonerDot,44614,9105,13,9,0,0,UTILITY,5,5131,33707,5775,0,EUW1_6271579800,1807
Camille,Aether1on,1,11,SummonerTeleport,SummonerFlash,141830,11483,16,6,0,0,TOP,8,98340,1968,41521,0,EUW1_6271579800,1807
MasterYi,x9 Brisïngr,1,15,SummonerFlash,SummonerSmite,232362,14807,16,8,0,0,JUNGLE,12,160249,164,71948,0,EUW1_6271579800,1807
Akshan,Straush,1,11,SummonerFlash,SummonerDot,148440,13990,16,5,0,0,MIDDLE,15,123017,10131,15291,0,EUW1_6271579800,1807
Xayah,Seiryű,1,18,SummonerFlash,SummonerHeal,213209,15908,16,3,1,0,BOTTOM,11,205070,1022,7116,0,EUW1_6271579800,1807
Rakan,25th Bααm,1,28,SummonerFlash,SummonerDot,20050,9663,15,7,0,0,UTILITY,1,3334,15982,733,0,EUW1_6271579800,1807
Camille,KlÖ,1,12,SummonerFlash,SummonerTeleport,177892,13310,17,8,0,0,TOP,6,142121,1748,34022,11,EUW1_6268614087,2119
Sylas,pasxas21,1,15,SummonerFlash,SummonerSmite,231497,14938,17,7,0,0,JUNGLE,12,7755,170123,53618,2,EUW1_6268614087,2119
Kassadin,21 Yakyube,1,9,SummonerFlash,SummonerDot,191204,16565,18,3,0,0,MIDDLE,16,26191,164080,932,12,EUW1_6268614087,2119
Sivir,Amico Mio,1,10,SummonerExhaust,SummonerFlash,268434,15898,16,8,0,0,BOTTOM,11,254233,864,13336,6,EUW1_6268614087,2119
Karma,Kim Jong Gandih,1,25,SummonerFlash,SummonerDot,64182,11671,16,5,0,1,UTILITY,4,8079,52273,3829,21,EUW1_6268614087,2119
Kled,Myr954,0,9,SummonerDot,SummonerFlash,138368,13558,17,10,0,0,TOP,8,130800,0,7567,14,EUW1_6268614087,2119
Shen,Stuck Duck,0,9,SummonerFlash,SummonerSmite,152510,15603,17,6,0,0,JUNGLE,13,70490,41579,40440,7,EUW1_6268614087,2119
Anivia,Ka0w,0,15,SummonerFlash,SummonerTeleport,205459,11976,18,8,0,0,MIDDLE,0,15623,188283,1552,6,EUW1_6268614087,2119
Caitlyn,virror99,0,8,SummonerFlash,SummonerHeal,167812,14038,16,13,1,0,BOTTOM,6,154400,3283,10128,9,EUW1_6268614087,2119
Lux,PDAK Floistgoil,0,14,SummonerFlash,SummonerDot,65310,10260,15,12,0,0,UTILITY,4,6252,57688,1369,40,EUW1_6268614087,2119
Sion,dragon D soupap,0,5,SummonerFlash,SummonerTeleport,96836,7539,13,8,0,0,TOP,2,84852,11521,463,5,EUW1_6264238233,1456
Kayn,JNavasa,0,5,SummonerFlash,SummonerSmite,122312,9572,13,9,0,0,JUNGLE,7,99204,0,23107,3,EUW1_6264238233,1456
Katarina,Le PIN8,0,3,SummonerFlash,SummonerDot,73371,9109,13,9,0,0,MIDDLE,8,8204,64414,752,6,EUW1_6264238233,1456
Vayne,Amico Mio,0,8,SummonerExhaust,SummonerFlash,60224,9846,12,9,0,0,BOTTOM,7,45939,0,14285,6,EUW1_6264238233,1456
Karma,Kim Jong Gandih,0,9,SummonerFlash,SummonerDot,47158,7760,12,8,0,0,UTILITY,4,6802,38961,1395,8,EUW1_6264238233,1456
Gnar,Dwarostra,1,10,SummonerFlash,SummonerTeleport,96498,9212,15,6,0,0,TOP,2,88108,4797,3592,6,EUW1_6264238233,1456
RekSai,G2 Merced,1,11,SummonerFlash,SummonerSmite,174059,12222,14,6,0,0,JUNGLE,8,114858,0,59200,7,EUW1_6264238233,1456
AurelionSol,Dobrogo Be4ora ,1,15,SummonerFlash,SummonerDot,104428,12702,15,3,0,0,MIDDLE,9,13046,90579,802,6,EUW1_6264238233,1456
Draven,Kuroi Ryo,1,4,SummonerDot,SummonerFlash,175311,17380,15,7,1,0,BOTTOM,17,169547,569,5194,4,EUW1_6264238233,1456
Pyke,Fubourius,1,14,SummonerFlash,SummonerDot,29517,9166,13,6,0,0,UTILITY,7,19993,0,9523,21,EUW1_6264238233,1456
Ornn,hofmi,1,19,SummonerFlash,SummonerTeleport,151246,13520,18,4,0,0,TOP,2,79999,67425,3821,10,EUW1_6264154997,2504
Olaf,Zucchini Riffle ,1,16,SummonerHaste,SummonerSmite,295995,18000,18,8,0,0,JUNGLE,11,213324,0,82670,4,EUW1_6264154997,2504
Anivia,Samu0307,1,13,SummonerFlash,SummonerTeleport,224724,17326,18,7,0,0,MIDDLE,10,16332,202572,5819,14,EUW1_6264154997,2504
Twitch,Cìtron,1,17,SummonerExhaust,SummonerFlash,307952,25306,18,11,0,0,BOTTOM,32,270800,995,36154,10,EUW1_6264154997,2504
Pyke,auroro,1,14,SummonerFlash,SummonerDot,59359,13828,18,9,0,0,UTILITY,7,48398,561,10400,52,EUW1_6264154997,2504
Tryndamere,CarCazZes,0,5,SummonerFlash,SummonerHaste,370195,21371,18,8,1,0,TOP,15,337013,0,33181,10,EUW1_6264154997,2504
Zac,bayblader,0,12,SummonerFlash,SummonerSmite,217716,11821,17,13,0,0,JUNGLE,2,21704,158572,37441,14,EUW1_6264154997,2504
Seraphine,notkiparty,0,17,SummonerFlash,SummonerTeleport,255767,14741,18,15,0,0,MIDDLE,3,15206,235321,5238,11,EUW1_6264154997,2504
Caitlyn,Kim Jong Gandih,0,15,SummonerFlash,SummonerHeal,205911,15947,18,10,0,1,BOTTOM,10,196387,7417,2106,6,EUW1_6264154997,2504
Senna,Amico Mio,0,20,SummonerHeal,SummonerFlash,145713,15820,18,16,0,0,UTILITY,8,123131,3206,19376,26,EUW1_6264154997,2504
Singed,lvl420Hempknight,1,8,SummonerFlash,SummonerHaste,103779,11296,14,4,0,0,TOP,6,6587,97191,0,7,EUW1_6264101096,1547
Rengar,guzTHEBOZZ,1,8,SummonerFlash,SummonerSmite,231850,15022,16,4,1,1,JUNGLE,12,173587,27529,30733,1,EUW1_6264101096,1547
Neeko,Strothmann Korn,1,8,SummonerFlash,SummonerDot,126242,11170,16,1,0,0,MIDDLE,8,12271,110194,3776,10,EUW1_6264101096,1547
MissFortune,Miss Main,1,5,SummonerFlash,SummonerHeal,154453,12062,14,3,0,0,BOTTOM,6,136066,2623,15762,8,EUW1_6264101096,1547
Sona,Cayenaa,1,16,SummonerFlash,SummonerExhaust,18331,7656,13,4,0,0,UTILITY,1,3026,15303,2,23,EUW1_6264101096,1547
Darius,Miszuu,0,2,SummonerFlash,SummonerTeleport,109942,8507,14,8,0,0,TOP,2,99508,0,10434,4,EUW1_6264101096,1547
Evelynn,ÿtoo,0,7,SummonerSmite,SummonerFlash,107524,9240,12,9,0,0,JUNGLE,5,11094,73372,23057,8,EUW1_6264101096,1547
Malzahar,LiquidSnute,0,4,SummonerFlash,SummonerTeleport,143358,11001,15,3,0,0,MIDDLE,4,11709,121029,10619,8,EUW1_6264101096,1547
Caitlyn,Kim Jong Gandih,0,6,SummonerFlash,SummonerExhaust,96345,8708,12,7,0,0,BOTTOM,2,91779,680,3885,5,EUW1_6264101096,1547
Seraphine,Amico Mio,0,7,SummonerDot,SummonerFlash,62867,7826,12,6,0,0,UTILITY,3,8767,53312,787,17,EUW1_6264101096,1547
Illaoi,LittleIron,0,4,SummonerFlash,SummonerTeleport,280893,18813,18,11,0,0,TOP,8,272545,3464,4883,4,EUW1_6261178309,2098
Vi,Davidloge,0,12,SummonerSmite,SummonerFlash,198401,12641,16,9,0,0,JUNGLE,5,164120,0,34280,4,EUW1_6261178309,2098
Akali,Ouhoooo,0,4,SummonerFlash,SummonerDot,123565,14361,16,10,0,0,MIDDLE,11,14283,96434,12848,16,EUW1_6261178309,2098
Senna,Kim Jong Gandih,0,12,SummonerFlash,SummonerExhaust,86099,10679,15,12,0,0,BOTTOM,1,84619,0,1480,7,EUW1_6261178309,2098
Brand,Amico Mio,0,4,SummonerDot,SummonerFlash,102093,11096,14,10,0,0,UTILITY,5,6505,94152,1436,8,EUW1_6261178309,2098
Tryndamere,YouShallKnowMe,1,9,SummonerDot,SummonerFlash,228964,17395,18,7,0,0,TOP,8,212415,0,16548,8,EUW1_6261178309,2098
Volibear,Yuriślav,1,19,SummonerSmite,SummonerFlash,194906,12283,17,6,0,0,JUNGLE,3,82812,61796,50297,5,EUW1_6261178309,2098
Fizz,Qiminell,1,10,SummonerFlash,SummonerDot,188592,17896,18,4,0,0,MIDDLE,21,20065,166249,2278,11,EUW1_6261178309,2098
Jhin,Ben le Ripate,1,24,SummonerFlash,SummonerHeal,199766,16088,17,7,1,0,BOTTOM,15,182626,16735,404,7,EUW1_6261178309,2098
Lux,Hoka le Fourbe,1,24,SummonerFlash,SummonerDot,95536,12116,16,6,0,0,UTILITY,5,5862,84133,5541,24,EUW1_6261178309,2098
Yorick,être humain bof,1,4,SummonerFlash,SummonerTeleport,166993,11430,15,1,0,0,TOP,2,121333,34313,11345,5,EUW1_6261145833,1318
Diana,xRWINA,1,7,SummonerSmite,SummonerFlash,180129,11425,14,4,0,0,JUNGLE,7,24481,124461,31186,5,EUW1_6261145833,1318
Akali,être humain nul,1,5,SummonerFlash,SummonerDot,57109,7996,12,6,0,0,MIDDLE,5,10614,45744,749,9,EUW1_6261145833,1318
Sivir,Såvage,1,5,SummonerHeal,SummonerFlash,123949,11908,13,7,0,0,BOTTOM,11,115256,0,8693,10,EUW1_6261145833,1318
Maokai,Diminuendo,1,10,SummonerFlash,SummonerDot,19452,6287,11,9,0,0,UTILITY,2,5628,9412,4411,14,EUW1_6261145833,1318
Sejuani,Biebrich,0,2,SummonerTeleport,SummonerDot,113223,7965,13,3,0,0,TOP,2,82949,22021,8253,8,EUW1_6261145833,1318
Sylas,ZEÔN,0,8,SummonerFlash,SummonerSmite,127241,8457,13,6,0,0,JUNGLE,5,8883,83899,34457,6,EUW1_6261145833,1318
Yasuo,ShewMaker,0,6,SummonerFlash,SummonerDot,88590,7897,13,6,0,0,MIDDLE,1,81112,5685,1792,5,EUW1_6261145833,1318
Kaisa,Kim Jong Gandih,0,5,SummonerFlash,SummonerHeal,104646,13374,12,4,0,1,BOTTOM,16,86628,11488,6529,5,EUW1_6261145833,1318
Taric,Amico Mio,0,16,SummonerDot,SummonerFlash,37788,8492,11,8,1,0,UTILITY,3,8540,17585,11662,10,EUW1_6261145833,1318
Twitch,DeBagger,0,4,SummonerFlash,SummonerDot,84454,9162,13,13,1,0,TOP,5,72906,154,11393,7,EUW1_6261098555,1628
Lillia,ElRupertaMC,0,7,SummonerFlash,SummonerSmite,183738,9797,14,7,0,0,JUNGLE,4,22438,100986,60314,0,EUW1_6261098555,1628
Lissandra,Uncle Fakkka,0,3,SummonerDot,SummonerFlash,99910,8451,13,8,0,0,MIDDLE,2,8956,86466,4487,11,EUW1_6261098555,1628
Xayah,KingSesi,0,3,SummonerHeal,SummonerFlash,108995,11261,13,7,0,0,BOTTOM,5,107328,634,1032,14,EUW1_6261098555,1628
Rakan,Somos cinco sry,0,10,SummonerDot,SummonerFlash,22587,8307,12,6,0,0,UTILITY,4,5391,10822,6373,23,EUW1_6261098555,1628
Mordekaiser,Methx,1,9,SummonerFlash,SummonerTeleport,118090,11191,15,3,0,0,TOP,4,21154,86339,10596,9,EUW1_6261098555,1628
MonkeyKing,JoKeR9710,1,8,SummonerFlash,SummonerSmite,182188,11676,15,2,0,0,JUNGLE,8,123289,19438,39459,6,EUW1_6261098555,1628
Fizz,nwgcnj,1,9,SummonerFlash,SummonerDot,92050,12634,15,4,0,0,MIDDLE,11,16355,67794,7901,9,EUW1_6261098555,1628
Ezreal,Kim Jong Gandih,1,11,SummonerFlash,SummonerHeal,143938,13519,15,5,0,1,BOTTOM,13,114197,29521,220,6,EUW1_6261098555,1628
Seraphine,Amico Mio,1,22,SummonerDot,SummonerFlash,61257,10779,14,8,0,0,UTILITY,5,7257,52843,1156,10,EUW1_6261098555,1628
Renekton,Dr M A S K E D,1,9,SummonerDot,SummonerFlash,280128,16392,18,9,0,0,TOP,4,260547,13452,6128,5,EUW1_6259986662,2521
Evelynn,LP TERRORIST 1,1,12,SummonerFlash,SummonerSmite,269844,15755,18,9,0,0,JUNGLE,10,13954,209726,46162,1,EUW1_6259986662,2521
Twitch,LP TERRORIST 2,1,11,SummonerFlash,SummonerDot,185772,16570,18,13,0,0,MIDDLE,13,140957,21519,23296,11,EUW1_6259986662,2521
Ezreal,Kim Jong Gandih,1,14,SummonerFlash,SummonerHeal,309367,19810,18,6,1,0,BOTTOM,12,250961,51663,6742,10,EUW1_6259986662,2521
Lux,Amico Mio,1,24,SummonerDot,SummonerFlash,192797,17535,18,11,0,1,UTILITY,10,10194,178088,4514,21,EUW1_6259986662,2521
KSante,BambusBjörn21,0,11,SummonerTeleport,SummonerHaste,220734,17186,18,10,0,0,TOP,12,192853,18070,9811,9,EUW1_6259986662,2521
Sylas,ZVom,0,12,SummonerSmite,SummonerFlash,268580,16608,18,10,0,0,JUNGLE,10,14124,196462,57993,10,EUW1_6259986662,2521
Brand,BlooGlue,0,13,SummonerDot,SummonerFlash,243429,17261,18,7,0,0,MIDDLE,11,12034,224365,7030,16,EUW1_6259986662,2521
Caitlyn,Hentai Lube,0,9,SummonerHeal,SummonerFlash,329161,19696,18,9,0,0,BOTTOM,13,321514,3299,4347,11,EUW1_6259986662,2521
Nautilus,danielos2344,0,21,SummonerFlash,SummonerExhaust,49481,11172,17,13,0,0,UTILITY,2,14359,16084,19037,46,EUW1_6259986662,2521
Sion,marmacid,1,3,SummonerFlash,SummonerTeleport,106547,9255,15,2,0,0,TOP,2,76902,27665,1979,6,EUW1_6256819016,1465
Warwick,NewExogliff,1,7,SummonerFlash,SummonerSmite,132803,12206,14,1,0,1,JUNGLE,11,70663,34346,27794,4,EUW1_6256819016,1465
Syndra,Shurimae,1,9,SummonerBarrier,SummonerFlash,102274,10702,13,0,0,0,MIDDLE,6,9381,88671,4222,8,EUW1_6256819016,1465
Samira,overfront62,1,6,SummonerFlash,SummonerHeal,110033,11052,13,3,1,0,BOTTOM,6,95379,7452,7202,5,EUW1_6256819016,1465
Heimerdinger,Obaba,1,7,SummonerExhaust,SummonerFlash,46794,8496,12,4,0,0,UTILITY,5,2718,44075,0,14,EUW1_6256819016,1465
KSante,neogaymer10,0,2,SummonerTeleport,SummonerFlash,102954,8076,13,6,0,0,TOP,2,79871,18118,4964,3,EUW1_6256819016,1465
Khazix,XxJungleAbuserxX,0,2,SummonerFlash,SummonerSmite,97356,6665,10,8,0,0,JUNGLE,1,76973,108,20274,7,EUW1_6256819016,1465
Akali,Rkid L,0,1,SummonerDot,SummonerFlash,57921,6357,12,4,0,0,MIDDLE,1,7802,46710,3408,5,EUW1_6256819016,1465
Draven,Kim Jong Gandih,0,0,SummonerFlash,SummonerHeal,109459,11519,12,5,0,0,BOTTOM,5,105958,0,3501,5,EUW1_6256819016,1465
Nautilus,Amico Mio,0,5,SummonerDot,SummonerFlash,26982,5596,10,7,0,0,UTILITY,1,11735,8587,6658,12,EUW1_6256819016,1465
Gangplank,Josépew,0,6,SummonerFlash,SummonerTeleport,167510,11085,15,8,0,0,TOP,4,145331,12470,9708,11,EUW1_6256771239,1838
Shaco,PXLIIIIIIIIII,0,3,SummonerDot,SummonerSmite,206494,14918,16,9,0,0,JUNGLE,18,121330,45696,39467,4,EUW1_6256771239,1838
Yone,picho pendero,0,6,SummonerFlash,SummonerDot,114254,9026,15,9,0,0,MIDDLE,1,87757,16567,9929,7,EUW1_6256771239,1838
Caitlyn,Hvideste fugl,0,11,SummonerFlash,SummonerExhaust,116465,10559,15,9,0,0,BOTTOM,2,108229,467,7768,3,EUW1_6256771239,1838
Swain,lPythagorasll,0,7,SummonerFlash,SummonerDot,29143,6472,12,7,0,0,UTILITY,2,4824,18999,5319,11,EUW1_6256771239,1838
Heimerdinger,Urahara1,1,8,SummonerDot,SummonerFlash,127223,9289,15,4,0,0,TOP,1,13452,112542,1228,12,EUW1_6256771239,1838
Hecarim,SONA NATION,1,8,SummonerSmite,SummonerHaste,293492,18311,18,4,0,0,JUNGLE,23,221198,30361,41932,6,EUW1_6256771239,1838
Orianna,Eden3,1,15,SummonerFlash,SummonerDot,148632,13074,17,5,0,0,MIDDLE,8,13869,133134,1628,12,EUW1_6256771239,1838
Karma,Kim Jong Gandih,1,20,SummonerFlash,SummonerExhaust,64429,9875,14,10,1,0,BOTTOM,4,11290,52353,785,8,EUW1_6256771239,1838
Senna,Amico Mio,1,17,SummonerHeal,SummonerFlash,83917,11506,14,5,0,1,UTILITY,6,83778,69,69,21,EUW1_6256771239,1838
Tryndamere,Chomeur ,1,5,SummonerFlash,SummonerHaste,178403,13508,16,3,0,0,TOP,10,170853,0,7550,6,EUW1_6255213948,1533
Shaco,SmileOfTheJoker,1,10,SummonerDot,SummonerSmite,141350,12094,15,3,0,0,JUNGLE,12,23551,84597,33201,2,EUW1_6255213948,1533
Yasuo,Katakî,1,9,SummonerFlash,SummonerDot,187485,13241,16,1,0,0,MIDDLE,8,172000,10158,5327,8,EUW1_6255213948,1533
MissFortune,G0LD3N D3M0N,1,8,SummonerHeal,SummonerFlash,105156,10270,14,3,0,0,BOTTOM,5,91745,2705,10705,7,EUW1_6255213948,1533
Rell,WAFLL,1,14,SummonerDot,SummonerFlash,21392,7102,12,3,0,0,UTILITY,2,4953,10016,6422,23,EUW1_6255213948,1533
Illaoi,KiryuChanEu,0,0,SummonerTeleport,SummonerFlash,116683,8577,13,7,1,0,TOP,4,112993,0,3689,11,EUW1_6255213948,1533
Udyr,Gymmerefric,0,2,SummonerHaste,SummonerSmite,100371,6611,11,8,0,0,JUNGLE,1,56884,22468,21018,1,EUW1_6255213948,1533
Viktor,Heiji Hattorι,0,1,SummonerTeleport,SummonerFlash,101633,8087,14,7,0,0,MIDDLE,1,11241,90392,0,6,EUW1_6255213948,1533
Ezreal,Kim Jong Gandih,0,5,SummonerFlash,SummonerExhaust,72095,8418,12,4,0,0,BOTTOM,3,63542,8468,84,5,EUW1_6255213948,1533
Lux,Amico Mio,0,6,SummonerDot,SummonerFlash,70872,8821,13,11,0,0,UTILITY,4,6745,62726,1400,5,EUW1_6255213948,1533
Gangplank,VMAPuddingThomas,1,9,SummonerFlash,SummonerTeleport,179871,13867,17,8,0,0,TOP,3,163281,4507,12082,12,EUW1_6253942584,2059
Rengar,S C Δ L P ,1,8,SummonerFlash,SummonerSmite,336951,16808,18,5,0,0,JUNGLE,12,253895,49882,33173,5,EUW1_6253942584,2059
Yasuo,VMA Milfshake,1,7,SummonerFlash,SummonerDot,272861,17755,18,8,1,0,MIDDLE,13,241399,11562,19900,3,EUW1_6253942584,2059
Caitlyn,DankoPlayer,1,10,SummonerFlash,SummonerHeal,247536,16220,17,3,0,1,BOTTOM,8,234475,10509,2552,13,EUW1_6253942584,2059
Morgana,JakubkoPlayer,1,21,SummonerFlash,SummonerDot,86052,12211,17,0,0,0,UTILITY,4,10104,73121,2826,28,EUW1_6253942584,2059
Malphite,Kaiserll357,0,4,SummonerFlash,SummonerTeleport,155189,11606,17,5,0,0,TOP,4,55377,78388,21424,12,EUW1_6253942584,2059
MonkeyKing,ChiefVinz Sosa,0,10,SummonerFlash,SummonerSmite,157562,10949,15,10,0,0,JUNGLE,3,101309,18114,38138,3,EUW1_6253942584,2059
Akshan,WaRiSs1,0,6,SummonerFlash,SummonerDot,197464,16079,18,8,0,0,MIDDLE,11,156422,12488,28554,6,EUW1_6253942584,2059
Ezreal,Kim Jong Gandih,0,12,SummonerFlash,SummonerExhaust,143258,11225,16,9,0,0,BOTTOM,2,113939,24400,4918,7,EUW1_6253942584,2059
Velkoz,Amico Mio,0,11,SummonerDot,SummonerFlash,113291,11176,16,8,0,0,UTILITY,4,7577,88278,17435,19,EUW1_6253942584,2059
Renekton,birgile,1,1,SummonerDot,SummonerFlash,103621,7789,13,3,0,0,TOP,1,100577,1389,1655,6,EUW1_6252954327,1313
Diana,kata de keta,1,7,SummonerSmite,SummonerFlash,166937,8685,12,3,0,0,JUNGLE,3,30525,103049,33362,4,EUW1_6252954327,1313
Kassadin,Lundmaaan,1,5,SummonerFlash,SummonerTeleport,103592,11839,14,2,0,1,MIDDLE,12,16460,80848,6283,5,EUW1_6252954327,1313
Twitch,Moseogow,1,13,SummonerFlash,SummonerBoost,144280,14268,14,5,0,0,BOTTOM,18,127774,1748,14758,6,EUW1_6252954327,1313
Soraka,EKKK0,1,31,SummonerExhaust,SummonerFlash,14572,9085,13,2,0,0,UTILITY,2,1940,12632,0,18,EUW1_6252954327,1313
Darius,Caprom,0,1,SummonerFlash,SummonerHaste,86415,8147,13,4,1,0,TOP,3,76434,0,9980,7,EUW1_6252954327,1313
Kayn,Manyxantes,0,4,SummonerFlash,SummonerSmite,109495,6709,11,7,0,0,JUNGLE,1,89978,0,19517,2,EUW1_6252954327,1313
Ahri,KOREAN SARDOCHE,0,5,SummonerFlash,SummonerDot,67357,7087,12,6,0,0,MIDDLE,3,10496,38977,17884,6,EUW1_6252954327,1313
Ezreal,Kim Jong Gandih,0,3,SummonerFlash,SummonerExhaust,66807,7675,11,10,0,0,BOTTOM,5,51265,11089,4452,4,EUW1_6252954327,1313
Senna,Amico Mio,0,9,SummonerHeal,SummonerFlash,37786,6985,10,9,0,0,UTILITY,3,37784,0,2,3,EUW1_6252954327,1313
Urgot,Karsten Pils,0,5,SummonerTeleport,SummonerFlash,216968,14683,17,5,0,0,TOP,7,216125,0,842,10,EUW1_6252885994,1992
Evelynn,MMG Thibma,0,8,SummonerFlash,SummonerSmite,246839,15009,17,7,0,0,JUNGLE,14,19038,185463,42337,8,EUW1_6252885994,1992
Orianna,Donar Asen,0,12,SummonerFlash,SummonerTeleport,153121,12906,17,6,1,0,MIDDLE,6,13353,131531,8236,10,EUW1_6252885994,1992
Samira,Diabolika Jr,0,7,SummonerBoost,SummonerFlash,101887,9764,13,9,0,0,BOTTOM,1,82187,11883,7817,11,EUW1_6252885994,1992
Nautilus,Skewliin,0,10,SummonerFlash,SummonerDot,19394,7584,13,10,0,0,UTILITY,2,5400,6731,7262,26,EUW1_6252885994,1992
Garen,Welak,1,2,SummonerFlash,SummonerDot,144558,11500,16,8,0,0,TOP,2,138005,0,6553,12,EUW1_6252885994,1992
Viego,Andyboii,1,9,SummonerSmite,SummonerFlash,238700,14513,17,5,0,0,JUNGLE,9,181665,7118,49916,4,EUW1_6252885994,1992
Viktor,SoTwix,1,10,SummonerHaste,SummonerFlash,185711,16010,17,4,0,0,MIDDLE,9,14972,165897,4841,11,EUW1_6252885994,1992
Ezreal,Kim Jong Gandih,1,14,SummonerFlash,SummonerExhaust,183315,15792,16,4,0,0,BOTTOM,12,156683,19182,7450,8,EUW1_6252885994,1992
Amumu,Amico Mio,1,20,SummonerDot,SummonerFlash,54245,11431,14,9,0,0,UTILITY,5,9600,35252,9392,20,EUW1_6252885994,1992
Mordekaiser,thatswhatyoudo,1,12,SummonerTeleport,SummonerHaste,158660,13317,18,6,0,0,TOP,5,22204,134908,1546,12,EUW1_6249904622,2353
Zac,LegendOfLeague1,1,18,SummonerFlash,SummonerSmite,169944,12216,16,8,0,0,JUNGLE,4,23646,104851,41446,13,EUW1_6249904622,2353
Talon,LulleLeague,1,7,SummonerFlash,SummonerDot,269509,19077,18,5,0,0,MIDDLE,17,265473,0,4036,3,EUW1_6249904622,2353
Ezreal,Kim Jong Gandih,1,12,SummonerFlash,SummonerExhaust,341680,20756,18,3,1,0,BOTTOM,16,274306,63832,3539,9,EUW1_6249904622,2353
Taric,Amico Mio,1,30,SummonerDot,SummonerFlash,72668,12117,17,7,0,1,UTILITY,1,17185,44764,10718,7,EUW1_6249904622,2353
Jax,Ma3c01,0,3,SummonerTeleport,SummonerFlash,234453,16378,18,8,0,0,TOP,8,138524,61160,34768,10,EUW1_6249904622,2353
Trundle,Darkwizard979,0,12,SummonerSmite,SummonerFlash,316925,16537,17,8,0,0,JUNGLE,8,265104,4656,47165,5,EUW1_6249904622,2353
Swain,KimitsuWR,0,13,SummonerHaste,SummonerFlash,193781,13548,17,6,0,0,MIDDLE,4,19215,172778,1787,11,EUW1_6249904622,2353
Caitlyn,Marco blue flame,0,6,SummonerFlash,SummonerHeal,239502,15410,16,13,0,0,BOTTOM,7,228739,6832,3931,13,EUW1_6249904622,2353
Morgana,Raph469,0,16,SummonerFlash,SummonerExhaust,32906,9871,15,8,0,0,UTILITY,2,2797,29151,957,32,EUW1_6249904622,2353
Olaf,FromDiaToIron,0,2,SummonerHaste,SummonerDot,155066,14111,16,8,1,1,TOP,11,140607,1121,13337,7,EUW1_6247884755,1514
Diana,Amico Mio,0,2,SummonerSmite,SummonerFlash,181652,9881,13,7,0,0,JUNGLE,4,33037,126040,22574,1,EUW1_6247884755,1514
Yasuo,Kim Jong Gandih,0,2,SummonerFlash,SummonerDot,116895,8273,13,10,0,0,MIDDLE,0,107652,4926,4316,5,EUW1_6247884755,1514
Jinx,Kirix,0,3,SummonerHeal,SummonerFlash,81322,7630,12,7,0,0,BOTTOM,2,78175,3147,0,9,EUW1_6247884755,1514
Nami,Thorsøe,0,5,SummonerFlash,SummonerExhaust,7674,6574,10,9,0,0,UTILITY,1,1467,6207,0,23,EUW1_6247884755,1514
Draven,move2irbid,1,2,SummonerFlash,SummonerDot,148262,11209,14,10,0,0,TOP,5,144066,0,4196,7,EUW1_6247884755,1514
Evelynn,Riku Cursed,1,16,SummonerFlash,SummonerSmite,129809,10065,14,2,0,0,JUNGLE,5,11819,93797,24193,9,EUW1_6247884755,1514
Kassadin,UTS Zyx,1,4,SummonerFlash,SummonerTeleport,158244,13147,16,2,0,0,MIDDLE,13,21549,129590,7105,11,EUW1_6247884755,1514
Nilah,BVCON,1,8,SummonerFlash,SummonerHeal,166968,13908,16,3,0,0,BOTTOM,10,165874,0,1094,7,EUW1_6247884755,1514
